Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year,clean_description,style
878,98558,US,"Half Cabernet Franc, 37% Merlot, and 13% Cabernet Sauvignon, this is one of a handful of Cayuse wines that spends a few months in new oak (about 50%). Done in a Claret style, it's firm, lightly toasty, with explosive dark fruits, streaked with umami, saline sea scents, dried plum, fig, cassis, earth and herbs all entwined to create compelling aromatics that carry through to an impressive finish.",Flying Pig,95,85,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cayuse 2010 Flying Pig Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Cayuse,https://images.vivino.com/thumbs/zu7sro93Sn6snDh1AcGLEQ_pb_x600.png,"['wood', 'herbs', 'fruit', 'mineral', 'berry']",red,2010,Half Cabernet Franc 37 merlot 13 Cabernet Sauvignon handful cayuse wine spend month new oak 50 Claret style firm lightly toasty explosive dark fruit streak umami saline sea scent dry plum fig cassis earth herb entwine create compelling aromatic carry impressive finish,Bold and Structured
880,68985,US,"This wine is predominantly Merlot and Cabernet Sauvignon, with pinches of Syrah and Cabernet Franc blended in. Baking spice, cocoa and berry aromas lead to a layered cherry flavors that show intensity and persistence.",Stella Maris,91,29,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Northstar 2012 Stella Maris Red (Columbia Valley (WA)),Red Blend,Northstar,https://images.vivino.com/thumbs/gTDCNiHwQ8OielEGGumgmQ_pb_x600.png,"['coffee', 'spice', 'chocolate', 'berry']",red,2012,wine predominantly Merlot Cabernet Sauvignon pinche Syrah Cabernet Franc blend bake spice cocoa berry aroma lead layered cherry flavor intensity persistence,Bold and Structured
881,122066,Italy,"Made from 100% Tempranillo grapes that are left to dry for about four weeks before fermentation, this densely concentrated wine is a bit shy on the nose. The structured palate is more expressive, revealing dried black cherries, leather, cocoa, tobacco and licorice that provide enough richness to support the hefty alcohol. It's balanced by velvety tannins. Drink 2016–2022.",Vigna alle Nicchie,90,60,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Pietro Beconcini 2010 Vigna alle Nicchie Tempranillo (Toscana),Tempranillo,Pietro Beconcini,https://images.vivino.com/thumbs/XqkkXk76TxeOL6DRn92TfQ_pb_x600.png,"['smoky', 'chocolate', 'fruit', 'leather', 'coffee', 'spice']",red,2010,100 tempranillo grape leave dry week fermentation densely concentrate wine bit shy nose structured palate expressive reveal dry black cherry leather cocoa tobacco licorice provide richness support hefty alcohol balance velvety tannin drink 2016–2022,Outlier/Not Classified
882,103331,US,"Simple and sweet, with raspberry, cherry and mint candy flavors. Drink now.",Pomar Junction Vineyard,82,34,California,Monterey,Central Coast,,,Pomar Junction 2008 Pomar Junction Vineyard Zinfandel (Monterey),Zinfandel,Pomar Junction,https://images.vivino.com/thumbs/1mqct7zMRO6kFu35NMf0yA_150x200.jpg,"['caramel', 'berry']",red,2008,simple sweet raspberry cherry mint candy flavor drink,Spicy and Aromatic
883,27784,US,"Shows plenty of good Cabernet varietal character in the blackberry and black currant flavors, with savory cherry and violet notes that must come from additions of Cabernet Franc and Merlot. The all-important tannins are super soft and mellow, while acidity also is soft. Enjoy this decadent wine now and through 2015.",,90,50,California,Napa Valley,Napa,,,Signorello 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Signorello,https://images.vivino.com/thumbs/5uwsjbLCQqqOntS73c-FCg_pb_x600.png,['berry'],red,2007,show plenty good Cabernet varietal character blackberry black currant flavor savory cherry violet note come addition Cabernet Franc Merlot important tannin super soft mellow acidity soft enjoy decadent wine 2015,Rich and Tannic
884,30370,Italy,"Cavallotto (Tenuta Bricco Boschis) offers a dark and powerful Riserva with a masculine, brooding personality complete with black spice, peppercorn, licorice, cola, prune and blackberry preserves. The wine concludes with a soft, velvety mouthfeel.",Riserva Vignolo,91,98,Piedmont,Barolo,,,,Cavallotto 2005 Riserva Vignolo  (Barolo),Nebbiolo,Cavallotto,https://images.vivino.com/thumbs/LqOskLslSE2AjIJS85k4Sw_pb_x600.png,"['fruit', 'spice', 'nuts', 'berry']",red,2005,Cavallotto Tenuta Bricco Boschis offer dark powerful Riserva masculine brood personality complete black spice peppercorn licorice cola prune blackberry preserve wine conclude soft velvety mouthfeel,Outlier/Not Classified
885,40219,US,"A very nice Zin that shows classic attributes at an everyday price. Dry, tannic and rich, it has berry, currant, carob and spice flavors with a strong streak of black pepper. Drink now.",,86,14,California,California,California Other,,,MC2 2006 Zinfandel (California),Zinfandel,MC2,https://images.vivino.com/thumbs/w0Ii7ZvPRFSx5AhG5JSNdw_pb_x600.png,"['spice', 'berry']",red,2006,nice Zin show classic attribute everyday price dry tannic rich berry currant carob spice flavor strong streak black pepper drink,Outlier/Not Classified
886,106814,US,"A pleasant, easy-drinking Zin. Has rich flavors of cherries, raspberries, figs and spices. Pretty good barbecue wine for the price.",Old Vine,85,14,California,Paso Robles,Central Coast,,,Project Paso 2009 Old Vine Zinfandel (Paso Robles),Zinfandel,Project Paso,https://images.vivino.com/thumbs/FDyUDAalRyOH4wOMqK5QBA_pb_x600.png,"['spice', 'fruit']",red,2009,pleasant easy drinking Zin rich flavor cherry raspberry fig spice pretty good barbecue wine price,Rich and Tannic
887,19845,Australia,"Full bodied and warm, this is a ripe, fruit-driven style that's made for immediate enjoyment. Grapy, plummy fruit adds notes of baking spices and chocolate on the supple finish.",,87,12,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Paringa 2015 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Paringa,https://images.vivino.com/thumbs/o4odICP5TGiOByoykHxrmw_pb_x600.png,"['coffee', 'spice', 'chocolate', 'fruit']",red,2015,bodied warm ripe fruit drive style immediate enjoyment Grapy plummy fruit add note bake spice chocolate supple finish,Mellow and Light-Bodied
888,2165,US,"Peach and blossom notes abound on this delightfully fresh fruity wine. Its sunny stone-fruit flavors are concentrated and juicy, balanced against zesty lime acidity and a meandering pollen finish. Sprightly in texture yet buoyant.",Semi Dry,90,17,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Keuka Spring 2016 Semi Dry Riesling (Finger Lakes),Riesling,Keuka Spring,https://images.vivino.com/thumbs/No4PV6gKStyTh1caftR54w_150x200.jpg,"['flowers', 'mineral', 'citrus', 'fruit']",white,2016,peach blossom note abound delightfully fresh fruity wine sunny stone fruit flavor concentrated juicy balance zesty lime acidity meandering pollen finish sprightly texture buoyant,Crisp and Citrusy
889,11206,France,"One of the flagship wines of Louis Latour, this has great weight, richness and ripe yellow fruits, all surrounded by wood and citrus flavors. A sense of mineral in the texture adds complexity, while the firm structure needs to age. Drink from 2018.",,94,140,Burgundy,Corton-Charlemagne,,Roger Voss,@vossroger,Louis Latour 2011  Corton-Charlemagne,Chardonnay,Louis Latour,https://images.vivino.com/thumbs/8UJCVdBiRTKm9LMYcZHAsQ_pb_x600.png,"['wood', 'mineral', 'citrus']",white,2011,flagship wine Louis Latour great weight richness ripe yellow fruit surround wood citrus flavor sense mineral texture add complexity firm structure need age drink 2018,Concentrated and Fruity
890,39473,France,"This is Les Vins de Vienne's upscale Crozes, and it's very successful in 2009, featuring bold, concentrated blackberry fruit supported by hints of vanilla and toast. It's full bodied and richly textured, with a long, layered finish. Drink now–2020.",Les Palignons,91,40,Rhône Valley,Crozes-Hermitage,,Joe Czerwinski,@JoeCz,Les Vins de Vienne 2009 Les Palignons  (Crozes-Hermitage),Syrah,Les Vins de Vienne,https://images.vivino.com/thumbs/bg5hsKlwToq43WRJH4d8fg_pb_x600.png,"['vanilla', 'berry']",red,2009,Les Vins de Vienne upscale Crozes successful 2009 feature bold concentrated blackberry fruit support hint vanilla toast bodied richly texture long layered finish drink now–2020,Concentrated and Fruity
891,2280,US,"There is loads of freshly crushed black pepper in this dry, robust Zin. It's almost enough to make you sneeze. You'll also find good blackberry fruit and heady alcohol. Drink up.",,85,17,California,Napa Valley,Napa,,,Dominican Oaks 2010 Zinfandel (Napa Valley),Zinfandel,Dominican Oaks,https://images.vivino.com/thumbs/014cin882hxko_150x200.jpg,"['spice', 'berry']",red,2010,load freshly crush black pepper dry robust Zin sneeze find good blackberry fruit heady alcohol drink,Spicy and Aromatic
893,79856,US,"This dark-colored wine shows Malbec's rustic side, with scratchy tannins and tons of blackberry flavor. It's one-dimensional, but perfect to enjoy with a barbecued steak.",,84,15,California,Paso Robles,Central Coast,,,Clayhouse 2011 Malbec (Paso Robles),Malbec,Clayhouse,https://images.vivino.com/thumbs/CjJox7n_SUK7Hnpb9WpD1g_pb_x600.png,['berry'],red,2011,dark color wine show Malbec rustic scratchy tannin ton blackberry flavor dimensional perfect enjoy barbecue steak,Rich and Tannic
894,106742,US,"Toast aromas accent ripe pears and golden-delicious apples in this soft, easy-to-like Chard that only lacks a bit of depth. A slightly bitter note on the finish should become less noticeable over the next few months.",,83,10,New York,North Fork of Long Island,Long Island,Joe Czerwinski,@JoeCz,Martha Clara 1999 Chardonnay (North Fork of Long Island),Chardonnay,Martha Clara,https://images.vivino.com/thumbs/eSz-oGukRgWvWiRfQsFPjg_150x200.jpg,['fruit'],white,1999,toast aromas accent ripe pear golden delicious apple soft easy like Chard lack bit depth slightly bitter note finish noticeable month,Outlier/Not Classified
895,85296,US,"For the fan of big, bold flavor, this Rutherford red is robust in tannin and oak, as well as full, ripe waves of blueberry, black cherry and chocolate. Interspersed among the enjoyable proceedings are dessert-like elements of caramel and cinnamon.",,90,40,California,Rutherford,Napa,Virginie Boone,@vboone,Sanctuary 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Sanctuary,https://images.vivino.com/thumbs/XK1S-3-EQ_uImX7P8dlYuA_pb_x600.png,"['wood', 'chocolate', 'coffee', 'berry', 'spice']",red,2013,fan big bold flavor Rutherford red robust tannin oak ripe wave blueberry black cherry chocolate intersperse enjoyable proceeding dessert like element caramel cinnamon,Outlier/Not Classified
896,24665,US,"All stainless steel fermented using Dijon clones. A clean, delicate style, but with an elegant touch and nuances of honey, clove. Very well balanced and textured, with a light but long progression of flavors.",,88,16,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Paschal 1999 Chardonnay (Rogue Valley),Chardonnay,Paschal,https://images.vivino.com/thumbs/oWOfbNaLRKyyuOD1TMfOwg_pb_x600.png,"['spice', 'caramel']",white,1999,stainless steel ferment Dijon clone clean delicate style elegant touch nuance honey clove balanced texture light long progression flavor,Spicy and Aromatic
897,69422,France,"Supple and fruity, this is bright with red fruits given a lift with spice. The wine is all about fruit with acidity to add a fresher character. Tannins are already integrating meaning the wine will be ready soon. Drink from 2016.",Tertre-Perdigous,87,16,Southwest France,Cahors,,Roger Voss,@vossroger,Château du Port 2013 Tertre-Perdigous Malbec-Merlot (Cahors),Malbec-Merlot,Château du Port,https://images.vivino.com/thumbs/ofqPVKxeS2SmuK-vlKNgRQ_150x200.jpg,['spice'],red,2013,Supple fruity bright red fruit give lift spice wine fruit acidity add fresher character tannin integrate mean wine ready soon drink 2016,Concentrated and Fruity
898,36657,Argentina,"Floral aromas of orange peel, rose petal and violet blend with more typical scents of tar and char. This Malbec blend is linear in feel but full, without an ounce of flab. Lightly spiced berry, red plum and chocolaty oak flavors finish toasty and tight, but with give. Drink 2017–2023.",Toko Vineyard El Corte,92,25,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,ZaHa 2014 Toko Vineyard El Corte Red (Mendoza),Red Blend,ZaHa,https://images.vivino.com/thumbs/lZIga-toT6uPJOrOVmmecg_pb_x600.png,"['wood', 'fruit', 'flowers', 'citrus', 'berry', 'spice']",red,2014,floral aroma orange peel rise petal violet blend typical scent tar char Malbec blend linear feel ounce flab lightly spice berry red plum chocolaty oak flavors finish toasty tight drink 2017–2023,Outlier/Not Classified
900,41681,US,"From the only Riesling vines planted in the Walla Walla AVA, this Figgins wine club-only selection makes you wish for more. It has lovely layering of citrus pith and rind flavors, a mouth-cleansing minerality, and exceptional depth of flavor. Finished completely dry, it registers just 12% alcohol.",Estate,90,30,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Figgins 2013 Estate Riesling (Walla Walla Valley (WA)),Riesling,Figgins,https://images.vivino.com/thumbs/G6MqnUY5SXG1gmOXfZ5VBA_pb_x600.png,"['mineral', 'citrus']",white,2013,riesle vine plant Walla Walla AVA Figgins wine club selection make wish lovely layering citrus pith rind flavor mouth cleansing minerality exceptional depth flavor finish completely dry register 12 alcohol,Outlier/Not Classified
901,76873,US,"Powerful and delicious flavors are matched by bold and supportive tannins in this almost larger-than-life wine. Ripe black cherry, plum and anise flavors are nicely wrapped up in a texture that lifts and balances them for a seamless impression on the palate. The delicious fruit notes and lightly spicy nuances linger beautifully on the finish.",Morine Ranch,92,40,California,High Valley,,Jim Gordon,@gordone_cellars,Shannon Ridge 2012 Morine Ranch Tempranillo (High Valley),Tempranillo,Shannon Ridge,https://images.vivino.com/thumbs/ZfmMerDmQNyRCilUnXmA8A_150x200.jpg,"['fruit', 'spice', 'berry']",red,2012,powerful delicious flavor match bold supportive tannin large life wine ripe black cherry plum anise flavor nicely wrap texture lift balance seamless impression palate delicious fruit note lightly spicy nuance linger beautifully finish,Outlier/Not Classified
903,17372,US,"This is a delightfully light-pink blend of Grenache, Merlot, Sangiovese and Syrah from different pockets of the county. Subtle strawberry, Mandarin orange and nutty flavors play off the moderate acidity and pretty white flower notions.",,88,16,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Angels & Cowboys 2016 Rosé (Sonoma County),Rosé,Angels & Cowboys,https://images.vivino.com/thumbs/ln8d9BQpSjS1KAdC4ASLLg_pb_x600.png,"['nuts', 'flowers', 'citrus', 'berry']",rosé,2016,delightfully light pink blend Grenache Merlot Sangiovese Syrah different pocket county subtle strawberry Mandarin orange nutty flavor play moderate acidity pretty white flower notion,Crisp and Citrusy
906,575,France,"This is a juicy wine with its red fruits and attractive acidity. The wood aging still shows, perhaps too strongly, but that fruit is already a major factor in the success of the wine. Drink from 2019.",,89,14,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de l'Aubrade 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de l'Aubrade,https://images.vivino.com/thumbs/NRGiW6ooQ-W8tI3TNIKXdA_150x200.jpg,['wood'],red,2015,juicy wine red fruit attractive acidity wood aging show strongly fruit major factor success wine drink 2019,Concentrated and Fruity
909,109478,France,"This is a honeyed, sweet wine (a fact not indicated on the label). Spice is surrounded by ripe fruits, apricot and lychee, with added pepper. Some citrus acidity comes through at the end. Drink now.",Steinklotz Grand Cru,89,25,Alsace,Alsace,,Roger Voss,@vossroger,Helfrich 2009 Steinklotz Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Helfrich,https://images.vivino.com/thumbs/KM0Cq36XSbm66t6y47qh6g_pb_x600.png,"['spice', 'caramel', 'citrus', 'fruit']",white,2009,honey sweet wine fact indicate label Spice surround ripe fruit apricot lychee add pepper citrus acidity come end drink,Concentrated and Fruity
910,104179,Italy,"Aged partly in concrete vats and partly in oak, this shows concentrated sensations of ripe plum, sour cherry and raspberry layered with espresso notes. Pair this with grilled vegetables or spicy cheeses.",,87,28,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Principe Corsini Fattoria Le Corti 2010  Chianti Classico,Red Blend,Principe Corsini Fattoria Le Corti,https://images.vivino.com/thumbs/4CHpMs1BQ2KnC-P3Vami0A_pb_x600.png,"['wood', 'smoky', 'fruit', 'coffee', 'berry']",red,2010,age partly concrete vat partly oak show concentrated sensation ripe plum sour cherry raspberry layer espresso note pair grill vegetable spicy cheese,Outlier/Not Classified
911,119808,Italy,"Aromas of mocha, violet, espresso and leather lead the nose. The jammy palate offers juicy black cherry, licorice and grilled herb while a blast of orange zest lifts the finish. Fresh acidity and polished tannins provide balance.",,90,50,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Luigi Voghera 2013  Barbaresco,Nebbiolo,Luigi Voghera,https://images.vivino.com/thumbs/HsxbvrJ8TlC5bJmvPpAZSg_pb_x600.png,"['smoky', 'chocolate', 'herbs', 'leather', 'coffee', 'citrus', 'berry', 'spice']",red,2013,Aromas mocha violet espresso leather lead nose jammy palate offer juicy black cherry licorice grill herb blast orange zest lift finish fresh acidity polished tannin provide balance,Spicy and Aromatic
912,119528,US,"Dry and well balanced but also full flavored, this will be a great go-to bubbly to have ready in the fridge for any minor or major occasion. There are ripe fruits along with crisp citrus notes, lively acidity, a rich mousse of bubbles and lingering finish.",Blanc de Blancs,92,40,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Schramsberg 2014 Blanc de Blancs Chardonnay (North Coast),Chardonnay,Schramsberg,https://images.vivino.com/thumbs/_svOVxO1R2ySlrlzY7uX7w_pb_x600.png,['citrus'],white,2014,dry balanced flavor great bubbly ready fridge minor major occasion ripe fruit crisp citrus note lively acidity rich mousse bubble linger finish,Crisp and Citrusy
913,35487,Australia,"A fresh, fruity and fun rendering of Pinot Noir, this medium-bodied wine features lightly floral aromas, red cherry and raspberry fruit and a silky, mouthwatering finish. Drink now–2020.",,90,17,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Wakefield 2015 Pinot Noir (Adelaide Hills),Pinot Noir,Wakefield,https://images.vivino.com/thumbs/cqSlxN4NQxq8GCvPOygoEA_pb_x600.png,"['flowers', 'berry']",red,2015,fresh fruity fun rendering Pinot Noir medium bodied wine feature lightly floral aroma red cherry raspberry fruit silky mouthwatering finish drink now–2020,Light and Fruity
915,20972,France,"Bitter chocolate aromas and woody flavors are the hallmarks of this smoky, burnt toast-inflected wine. That bitter quality probably won't go away, leaving the fruit behind.",,85,17,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Fontenille 2015  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Fontenille,https://images.vivino.com/thumbs/FbniIIAIS523aiZTU0w53A_pb_x600.png,"['coffee', 'wood', 'chocolate']",red,2015,bitter chocolate aroma woody flavor hallmark smoky burn toast inflect wine bitter quality probably will away leave fruit,Outlier/Not Classified
916,111618,Italy,"Sangiovese fruit is presented in its most genuine and clean state, with bright berry nuances, violets, moist earth, tobacco and cola. There are wood elements, but they are unobstructive, clean and otherwise relegated to a supporting role. The bouquet shows wild berry, bramble and bright acidity.",Marchese Antinori Riserva,89,35,Tuscany,Chianti Classico,,,,Marchesi Antinori 2007 Marchese Antinori Riserva  (Chianti Classico),Red Blend,Marchesi Antinori,https://images.vivino.com/thumbs/70PqrZAjQGKiXgmAJGDSUQ_pb_x600.png,"['wood', 'mineral', 'smoky', 'berry']",red,2007,sangiovese fruit present genuine clean state bright berry nuance violet moist earth tobacco cola wood element unobstructive clean relegate support role bouquet show wild berry bramble bright acidity,Outlier/Not Classified
918,127915,France,"This wine is structured, firm and has a mineral, tight texture. It also offers plenty of red apples, green plums and a touch of apricot. However, with its nervy edge the wine needs to age; drink from 2017.",Le Charmois Premier Cru,89,40,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2012 Le Charmois Premier Cru  (Saint-Aubin),Chardonnay,Au Pied du Mont Chauve,https://images.vivino.com/thumbs/LwZcFx0CTMGzoT6cpI07XQ_pb_x600.png,"['mineral', 'fruit']",white,2012,wine structure firm mineral tight texture offer plenty red apple green plum touch apricot nervy edge wine need age drink 2017,Concentrated and Fruity
919,7326,Spain,"Green, lemony and murky on the nose, this young wine shows that a good vintage in a renowned region doesn't always amount to a good wine. This is a funky, earthy specimen with burnt notes and a grassy aftertaste.",Vall Sanzo,81,13,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Valsanzo 2005 Vall Sanzo  (Ribera del Duero),Tempranillo,Valsanzo,https://images.vivino.com/thumbs/Iju16cXMTzqBq0mOD6Vwwg_pb_x600.png,"['wood', 'mineral', 'herbs', 'citrus']",red,2005,Green lemony murky nose young wine show good vintage renowned region good wine funky earthy speciman burn note grassy aftertaste,Rich and Smooth
920,48452,Portugal,"This fruity, unoaked wine is bright with citrus and crisp apple flavors, lightly perfumed from the Verdelho and Cerceal grapes in the blend. It's a refreshing wine that is ready now.",Porca de Murça Reserva Branco,88,20,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2015 Porca de Murça Reserva Branco White (Douro),Portuguese White,Real Companhia Velha,https://images.vivino.com/thumbs/4_-No6FgRjWvDkxrBhcOSA_pb_x600.png,"['wood', 'citrus', 'fruit']",white,2015,fruity unoaked wine bright citrus crisp apple flavor lightly perfume Verdelho Cerceal grape blend refreshing wine ready,Concentrated and Fruity
921,87669,US,"This is done in a lightly spicy, lightly toasty style. It's clean and supple, with a mix of apple, peach and melon fruit. Ample acidity keeps it fresh and lively through the finish. It spent six months in a mix of one-third stainless and two-thirds neutral oak.",,88,20,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Lazy River 2014 Pinot Gris,Pinot Gris,Lazy River,https://images.vivino.com/thumbs/ZJLl-6CfTAiR_zEY2Uh2Lg_150x200.jpg,"['wood', 'fruit']",white,2014,lightly spicy lightly toasty style clean supple mix apple peach melon fruit ample acidity keep fresh lively finish spend month mix stainless third neutral oak,Mellow and Light-Bodied
922,84185,Germany,"This starts off with some odd wet wool and fresh tar notes, but quickly rights itself, delivering a medium-bodied mouthful of crisp lime and melon fruit. If possible, give it a quick splash in a decanter before drinking.",Kabinett,88,25,Nahe,,,Joe Czerwinski,@JoeCz,Schäfer-Fröhlich 2005 Kabinett Riesling (Nahe),Riesling,Schäfer-Fröhlich,https://images.vivino.com/thumbs/vai3UhQGRRymOkgJHrr7IA_pb_x600.png,"['citrus', 'fruit']",white,2005,start odd wet wool fresh tar note quickly right deliver medium bodied mouthful crisp lime melon fruit possible quick splash decanter drink,Crisp and Citrusy
925,59401,US,"An old-vine field blend of Gewürztraminer, Trousseau Gris and Riesling, this vintage is tiny in production but boldly delicious in flavor and intent. Bright pretty aromatics of honeysuckle meet a balanced layering of creamy white peach, apple and wild vanilla, blessed by supportive acidity.",Compagni Portis,94,30,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Carlisle 2015 Compagni Portis White (Sonoma Valley),White Blend,Carlisle,https://images.vivino.com/thumbs/vVTsp5pmT-iGOroM5O8JJw_150x200.jpg,"['vanilla', 'caramel', 'fruit']",white,2015,old vine field blend Gewürztraminer Trousseau Gris Riesling vintage tiny production boldly delicious flavor intent bright pretty aromatic honeysuckle meet balanced layering creamy white peach apple wild vanilla bless supportive acidity,Outlier/Not Classified
926,53523,Italy,"Scents of ripe berry, grilled herb, sunbaked soil, violet and menthol lead on this fragrant red. The savory, straightforward palate offers mature black cherry, sage and a hint of anise alongside lithe tannins. Enjoy through 2018.",,89,18,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Ormanni 2012  Chianti Classico,Red Blend,Ormanni,https://images.vivino.com/thumbs/yxU_MCPuSpamn5DnB5Y_hQ_pb_x600.png,"['smoky', 'spice', 'herbs', 'berry']",red,2012,scent ripe berry grill herb sunbake soil violet menthol lead fragrant red savory straightforward palate offer mature black cherry sage hint anise alongside lithe tannin enjoy 2018,Spicy and Aromatic
927,120069,US,"Bristles of lemon-lime acidity lend energy and vibe to this unusually refreshing Gewürztraminer. Perfumed with ripe tropical fruit and voluptuous on the palate, it maintains varietal typicity, but has an irresistible zest that's worth seeking out.",,89,15,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Standing Stone 2013 Gewürztraminer (Finger Lakes),Gewürztraminer,Standing Stone,https://images.vivino.com/thumbs/pJO3Z7odRPOhttpCXVhvRw_pb_x600.png,"['citrus', 'fruit']",white,2013,bristle lemon lime acidity lend energy vibe unusually refreshing Gewürztraminer perfume ripe tropical fruit voluptuous palate maintain varietal typicity irresistible zest worth seek,Crisp and Citrusy
928,21973,Chile,"Montes' first Alpha Malbec is serious and healthy, with rubbery, leathery berry aromas and crusty, dark oak scents. This is full and fairly oaky on the tongue, with herbal black-fruit flavors, raw wood notes, espresso-like bitterness and heat on the finish.",Alpha,88,25,Colchagua Valley,,,Michael Schachner,@wineschach,Montes 2010 Alpha Malbec (Colchagua Valley),Malbec,Montes,https://images.vivino.com/thumbs/jnxG7HztRiitVQLfhgNoxg_pb_x600.png,"['wood', 'herbs', 'leather', 'coffee', 'berry']",red,2010,Montes Alpha Malbec healthy rubbery leathery berry aromas crusty dark oak scent fairly oaky tongue herbal black fruit flavor raw wood note espresso like bitterness heat finish,Spicy and Aromatic
929,27480,US,"Big, hearty fruit flavors and full body without a lot of tannin make this wine appealing and a good match for meaty dishes from carne asada burritos to pot roast. It's probably no coincidence considering the brand name that it has lots of oak flavor, adding vanilla and other spices.",Tievoli,86,24,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Oak Farm 2014 Tievoli Red (Lodi),Red Blend,Oak Farm,https://images.vivino.com/thumbs/zA5WFYYZT4Cob6tVV0DG8Q_pb_x600.png,"['wood', 'spice', 'vanilla']",red,2014,big hearty fruit flavor body lot tannin wine appeal good match meaty dish carne asada burritos pot roast probably coincidence consider brand lot oak flavor add vanilla spice,Outlier/Not Classified
930,63557,Germany,"Delicate whiffs of tangerine and lime intensify on the palate of this Spätlese Riesling, complemented by swathes of green herb and pine frond. It's superlight in texture, yet penetrating, showering the palate in sweet-tart grapefruit and Meyer lemon flavors. The finish is crisp and clean.",Graacher Himmelreich Spätlese,90,30,Mosel,,,Anna Lee C. Iijima,,Dr. Heidemanns-Bergweiler 2014 Graacher Himmelreich Spätlese Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler,https://images.vivino.com/thumbs/51LeCbHQQyyCrcxEh48wVA_pb_x600.png,"['herbs', 'citrus', 'fruit']",white,2014,delicate whiff tangerine lime intensify palate Spätlese Riesling complement swathe green herb pine frond superlight texture penetrate shower palate sweet tart grapefruit Meyer lemon flavor finish crisp clean,Crisp and Citrusy
931,10813,Italy,"This opens with raw oak and toasted hazelnut aromas. The closed, bracing palate lacks fruit richness, offering instead oak-driven spice notes bolstered with astringent tannins.",Colle del Gelso,85,50,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Cascina Saria 2013 Colle del Gelso  (Barbaresco),Nebbiolo,Cascina Saria,https://images.vivino.com/thumbs/wYSGO1qCTQO_KAhy8I_JjA_pb_x600.png,"['wood', 'spice', 'nuts']",red,2013,open raw oak toast hazelnut aromas closed brace palate lack fruit richness offer instead oak drive spice note bolster astringent tannin,Spicy and Aromatic
933,22648,Austria,"Laurenz Moser V makes deliciously fruity Grüner, allowing the ripe character of the grape to dominate. This wine, bright with apple and citrus flavors, is light, breezy and ready to drink. Screwcap.",Friendly,88,20,Kamptal,,,Roger Voss,@vossroger,Laurenz V. 2012 Friendly Grüner Veltliner (Kamptal),Grüner Veltliner,Laurenz V.,https://images.vivino.com/thumbs/ZYmFY0F3T8Gs7WPRmJz-_Q_pb_x600.png,"['citrus', 'fruit']",white,2012,Laurenz Moser V make deliciously fruity Grüner allow ripe character grape dominate wine bright apple citrus flavor light breezy ready drink screwcap,Outlier/Not Classified
