,Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year
860,1105,87010,France,"This single-vineyard wine has benefited from the warmth of 2015. It is rich, full bodied and veering towards tropical fruits. There is a contrast with the steely texture that keeps crispness in the wine. It is now balanced and ready to drink.",En Creux,89,30,Loire Valley,Sancerre,,Roger Voss,@vossroger,Gitton Père et Fils 2015 En Creux,Sauvignon Blanc,Gitton Père et Fils,https://images.vivino.com/thumbs/lJFxSqLrTuWi4DM4HekIHg_pb_600x600.png,"['fruit', 'tropical']",white,2015
861,1106,61278,Italy,"This fresh blend of Trebbiano and Vermentino from the hills outside Pisa offers pretty aromas of green fruit, kiwi, melon, cut grass and passion fruit. This is a crisp and fresh with a sharp, determined close.",Il Burchino,87,14,Tuscany,Toscana,,,,Tenuta di Burchino 2008 Il Burchino White,White Blend,Tenuta di Burchino,https://www.wine-searcher.com/images/labels/28/77/11392877.jpg,['fruit'],white,2008
862,1108,72117,US,"With a dash of Petite Sirah, this wine, made from century-old vineyards, is extraordinarily rich. It explodes with blackberry, cherry, raspberry, chocolate, anise, vanilla fudge, pepper and clove flavors. The wine is a little on the sweet side, but not too much.",Old Vine Reserve,86,24,California,Lodi,Central Valley,,,Ironstone 2006 Old Vine Reserve Zinfandel,Zinfandel,Ironstone,"https://www.wine-searcher.com/images/labels/88/97/11378897.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'cherry', 'chocolate', 'vanilla', 'pepper']",red,2006
863,1110,34423,Italy,"Ripe black plum, underbrush and carob aromas lead the nose of this blend of 60% Nero d'Avola, 30% Sangiovese and 10% Corinto. Its firm palate delivers ripe blackberry, black pepper and clove flavors, with a framework of chewy tannins. Drink through 2022.",Antonello Rosso,89,33,Sicily & Sardinia,Salina,,Kerin O’Keefe,@kerinokeefe,Hauner 2012 Antonello Rosso Red,Red Blend,Hauner,https://images.vivino.com/thumbs/A-VbyuHOROmVPrhtY77hlg_pb_x960.png,"['berry', 'pepper', 'plum']",red,2012
864,1111,59365,US,"This blend of Merlot, Malbec and Cabernet Sauvignon is succulently smooth yet big boned and slightly smoky. Red cherry and berry fruit provides plushness on the palate, upheld by tight, firm tannins and supportive oak.",,91,75,California,Napa Valley,Napa,Virginie Boone,@vboone,Patel 2013 Red,Bordeaux-style Red Blend,Patel,https://static.wineaccess.com/optimized/images/products/2021/07/Patel_label/02656e4255187db425a3229b6fc58f2a.png,"['fruit', 'berry', 'cherry', 'oak']",red,2013
865,1112,15186,US,"Deliciously varietal in its huge offering of white pepper and robust black and blue fruit, this well-crafted wine boasts a lithe texture that invites sip after sip. It remains light footed throughout the palate, yet with enough complexity and balancing weight before the refined finish gives a final hit of juiciness.",Dutton Ranch Cherry Ridge Vineyard,95,50,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Dutton-Goldfield 2013 Dutton Ranch Cherry Ridge Vineyard Syrah,Syrah,Dutton-Goldfield,https://makerstable.com/wp-content/uploads/sites/2/2017/03/IMG_0479.jpg,"['fruit', 'pepper']",red,2013
866,1113,80279,New Zealand,"This may only weigh in at 12% abv, but the flavors are nicely ripened, ranging from gooseberry and peach to citrus. It's medium in weight, with a refreshing, mouthwatering finish.",Icon,88,22,Marlborough,,,Joe Czerwinski,@JoeCz,Nobilo 2014 Icon Sauvignon Blanc,Sauvignon Blanc,Nobilo,https://images.albertsons-media.com/is/image/ABS/189050469-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,"['berry', 'citrus', 'peach']",white,2014
867,1115,117219,US,"This is a huge, velvety, dramatic Syrah. With stunning tannins and depth of fruit, it represents the best of Howell Mountain red from a great vintage. Bone dry, it floods the mouth with intense blackberry, black currant, black cherry, smoked meat, licorice, mocha and peppery spice flavors that are deep and long. Really great now, and should develop in the bottle over the next six years.",,94,70,California,Howell Mountain,Napa,,,Arkenstone 2007 Syrah,Syrah,Arkenstone,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/126257_39B_2730_030111.jpg,"['fruit', 'berry', 'cherry', 'spice', 'pepper', 'smoke']",red,2007
868,1116,115319,England,"Restrained notes of tart red berry and pink grapefruit play on the nose of this wine. The palate is taut but has an appetizing touch of wet stone along with fresh, fruity notes and a mellow but bright autolytic core that creates a harmonious impression. Tiny bubbles fizz away beatifically, sure in the knowledge that they go straight to your heart. This is quietly convincing, just being its very elegant self.",Rosé Bella,94,85,England,,,Anne Krebiehl MW,@AnneInVino,Bride Valley Vineyard 2014 Rosé Bella Sparkling,Sparkling Blend,Bride Valley Vineyard,http://www.novelwines.co.uk/cdn/shop/files/bride-valley-vineyard-sparkling-wine-bride-valley-vineyard-rose-bella-2018-england-30908991930435.png?v=1686671872&width=2048,"['fruit', 'berry']",sparkling,2014
869,1117,876,Spain,"Ripe and sweet, with lush, raisiny aromas. The palate is flush, deep and layered, with baked berry, prune, toast and coffee flavors. This is a lot like Vall Llach's signature '07, but it's a bit more restrained and at $50 it's a better deal than the $95 wine. Still, it's a heavyweight to drink now through 2013.",Idus,90,50,Catalonia,Priorat,,Michael Schachner,@wineschach,Vall Llach 2007 Idus Red,Red Blend,Vall Llach,https://www.grauonline.eu/img/productos/idus-de-vall-llach-magnum-2021__VCA1876.jpg,"['berry', 'coffee', 'prune']",red,2007
870,1118,29135,Italy,"Made with Moscato, this sparkling dessert wine opens with aromas of fragrant white flower, apricot and a note of chopped herb. The foaming palate offers dried apricot, yellow peach and candied nectarine zest while a lemon drop note signals the close.",Cuvéè 24 mesi Metodo Classico,89,30,Piedmont,Asti,,Kerin O’Keefe,@kerinokeefe,Gancia 2011 Cuvéè 24 mesi Metodo Classico Moscato,Moscato,Gancia,https://www.wine-searcher.com/images/labels/53/19/11385319.jpg,"['peach', 'lemon', 'herb', 'lemon']",dessert,2011
871,1119,11558,US,"A very streamlined Chardonnay, this bottling from a vineyard southwest of the Sta. Rita Hills shows aromas of chalk, Meyer lemon slices, white flowers and apple pie crusted with almond and coconut flakes. Persistent acidity carries the palate into flavors of gravel, lemongrass, lime and lemon-lime.",,91,50,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,JCR 2015 Chardonnay,Chardonnay,JCR,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=10154916951633511,"['apple', 'lemon', 'lime', 'nut', 'almond', 'lemon']",white,2015
872,1120,109803,Italy,"This Chardonnay-based Satèn sparkling wine opens with creamy aromas of vanilla, lemon custard, apricot and dried sage. The wine has a smooth, rich and persistent character thanks to the delicate quality of its perlage.",Satèn,91,34,Lombardy,Franciacorta,,,,Quadra 2006 Satèn Chardonnay,Chardonnay,Quadra,https://www.wineenthusiast.com/wp-content/uploads/2024/06/06_24_The_Top_Rated_California_Chardonnays_Right_Now_HERO_MidegoRidge_Sangiacomo_Cuvaison_ThreeSticks__1920x1280.jpg,"['lemon', 'vanilla', 'lemon']",white,2006
873,1121,3887,Spain,"Definitely an herbal wine, with tomato, oregano, pizza sauce and savory aromas. The palate has good snap and verve to it, while the feel is on the lean side. Flavors of baked berry, earth, caramel and coffee ring true, and the dry, toffee-tinged finish is a nice ending. Ready to go now.",Reserva,86,12,Central Spain,Valdepeñas,,Michael Schachner,@wineschach,Anciano 2003 Reserva Tempranillo,Tempranillo,Anciano,https://cdn.ct-static.com/labels/1d879d71-49b4-4bbf-9de0-36b3d471c65e.jpg,"['berry', 'herb', 'earth', 'coffee']",red,2003
874,1122,66432,Portugal,"After Verdelho, Loureiro is the other fine Vinho Verde grape. Here it gives crisp lemon acidity that goes with a bright fruitiness and a tight, mineral texture that comes from the granite soil. Drink this fresh wine now.",,88,8,Vinho Verde,,,Roger Voss,@vossroger,J. Portugal Ramos 2015 Loureiro,Loureiro,J. Portugal Ramos,https://winebow-files.s3.amazonaws.com/public/styles/algolia_products/public/2023-10/loureiro22_altares-2_web.jpg?VersionId=NXubmL6Izj9pqNUDiHLoQam0Deg9_9qB&itok=By1r5GUb,"['fruit', 'lemon', 'mineral', 'lemon']",dessert,2015
875,1126,34932,France,The wine is ripe and full of blackberry fruits. It has serious tannins still although these are well balanced by the fruitiness. The firm structure and wood aging flavor will soften over the next few years. Drink from 2020.,,91,39,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Fourcas Dupré 2014  Listrac-Médoc,Bordeaux-style Red Blend,Château Fourcas Dupré,https://a.serve.cfweb.uk/cambridgewine/web/full/961864.webp,"['fruit', 'berry']",red,2014
876,1127,25871,Chile,Jammy plum and currant flavors turn roasted in the glass. Typical notes of plum and berry support a steady palate.,Selection,84,9,Curicó Valley,,,Michael Schachner,@wineschach,Patagón 2013 Selection Cabernet Sauvignon,Cabernet Sauvignon,Patagón,https://images.vivino.com/thumbs/tlTm2xncTVqin0U4VkqIOQ_375x500.jpg,"['berry', 'plum']",red,2013
877,1128,93771,Austria,"The Steinriegl vineyard fruit results in a tight, structured Riesling. The fruit is taut and very crisp, with acidity and flavors of green apples and citrus. At the moment, it is showing fresh fruit, but the potential is considerable, a wine that will age over 10 years at least.",Steinriegl Smaragd,94,50,Wachau,,,Roger Voss,@vossroger,Prager 2006 Steinriegl Smaragd Riesling,Riesling,Prager,https://www.wine-searcher.com/images/labels/04/94/10240494.jpg,"['fruit', 'citrus', 'apple']",white,2006
878,1129,5286,US,"Blackberry and blueberry jam and sweet oak flavors mark this young Syrah. It's dry, tannic and juicy, but a little soft in acidity. Drink it now and over the next few years.",White Hawk Vineyard,87,45,California,Santa Barbara County,Central Coast,,,Vie Winery 2010 White Hawk Vineyard Syrah,Syrah,Vie Winery,https://s3.amazonaws.com/thewinespies-production/uploads/producer/photo/333-f1a0eefa91e4d48348e5c7b23a3b6a89d4593d0e/square_photo.jpg,"['berry', 'oak']",red,2010
879,1130,128859,Chile,"Mildly gassy and barnyardy on the nose, with berry, vanilla and lactic flavors running second. This wine is on the soft, creamy side of the fence. It almost shows some cloying qualities before dialing things back. Still, it could use more definition and structure; as is, it's tasty but a little flat.",Reserva,86,14,Colchagua Valley,,,Michael Schachner,@wineschach,MontGras 2007 Reserva Cabernet Sauvignon,Cabernet Sauvignon,MontGras,https://cdn.ct-static.com/labels/67f9d023-1230-410c-b949-c0337c8a2c95.jpg,"['berry', 'vanilla']",red,2007
880,1132,53939,US,"Oak and sur lie yeastiness play a big part in this dry Chardonnay's personality. The fruit veers toward tart lemons and limes, with just a hint of nectarine and guava. It feels tight and young in the mouth, so give it until 2014 to start expressing itself.",Monte Sereno Vineyard,88,32,California,Arroyo Grande Valley,Central Coast,,,Talley 2011 Monte Sereno Vineyard Chardonnay,Chardonnay,Talley,http://makerstable.com/wp-content/uploads/sites/2/2017/04/IMG_2094.jpg,"['fruit', 'lemon', 'lime', 'oak', 'lemon']",white,2011
881,1133,40941,US,"Soft, simple and semisweet, this Tempranillo has cherry, raspberry and spice flavors. It can be described as rustic.",,82,17,California,Lodi,Central Valley,,,Barreto 2004 Tempranillo,Tempranillo,Barreto,https://www.wineenthusiast.com/wp-content/uploads/2023/05/Tempranillo_Open_photocredit_Meg_Baggott_1920x1280.jpg,"['berry', 'cherry', 'spice']",red,2004
882,1134,102492,Italy,"This gorgeous wine offers classic Nebbiolo aromas of pressed rose, mature berry, crushed mint and baking spice. The structured, savory palate offers juicy wild cherry, raspberry, star anise, tobacco and clove alongside firm, fine-grained tannins. Drink 2018–2028.",Vigna S. Caterina,95,47,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Guido Porro 2011 Vigna S. Caterina,Nebbiolo,Guido Porro,https://s3.amazonaws.com/efcheckout/kermitlynch/products/Kermit-Lynch-Wine-Merchant-2018-Barolo-Vigna-Santa-Caterina-product-image-6325-large.jpg,"['berry', 'cherry', 'spice']",red,2011
883,1136,7230,US,"This is a sophisticated Cabernet Sauvignon-dominated, Bordeaux-style blend, with 9% Merlot, 5% Petit Verdot and 5% Malbec. It carries a note of leather and drying tannins, suggesting that you should drink it fairly soon. It should be delicious with a grilled steak.",,87,14,Washington,Rattlesnake Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Roza Ridge 2009 Cabernet Sauvignon,Cabernet Sauvignon,Roza Ridge,http://static1.squarespace.com/static/55366cbae4b0819833f333b4/5538075ee4b0f8a6dd64b7f3/56168e80e4b0a72c7d2961c1/1491339214494/?format=1500w,['leather'],red,2009
884,1137,125440,Australia,"Intensely toasty on the nose, along with powerful menthol notes that persist from start to finish. This full-bodied, almost syrupy-concentrated Shiraz features plums and blackberries that take on a slightly medicinal cast, finishing on a fresh, resiny note. Try after 2016.",The Armagh,89,175,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Jim Barry 2006 The Armagh Shiraz,Shiraz,Jim Barry,https://images.vivino.com/thumbs/I8YQcPGkTTei857kRaHdtQ_pb_x600.png,['plum'],red,2006
885,1138,15113,New Zealand,"Slightly more graceful and elegant than the same winery's Mathilde Reserve, which comes across as a bit chunky and oaky. This wine features cherry and vanilla notes, with a slightly creamy, easy-to-like texture in the mouth.",,87,33,Central Otago,,,Joe Czerwinski,@JoeCz,Aurum 2006 Pinot Noir,Pinot Noir,Aurum,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/185427_refDetail-0.jpg","['cherry', 'vanilla', 'oak']",red,2006
886,1139,54871,US,"Always a compelling wine, the 2011 Upper Barn shows the estate's classic acidity and minerality that give it such linear elegance. There is, however, nothing shy about the flavors, which are an explosion of oranges, peaches, limes, honey and new oak. This wine is not for aging, so drink now through 2015.",Upper Barn,93,75,California,Alexander Valley,Sonoma,,,Stonestreet 2011 Upper Barn Chardonnay,Chardonnay,Stonestreet,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/181329_69BE_BG_BOY13_3340.jpg,"['peach', 'lime', 'oak', 'honey', 'mineral', 'orange']",white,2011
887,1140,54776,US,"This is a fleshy Cabernet, with meaty, olive notes to the blackberries and black currants. It's nicely dry and tannic, the kind of Cab that needs a rich steak to tame the astringency. Should develop over the next 5–6 years, at least.",Preston,92,50,California,Napa Valley,Napa,,,V. Sattui 2009 Preston Cabernet Sauvignon,Cabernet Sauvignon,V. Sattui,"https://www.wine-searcher.com/images/labels/46/61/10944661.jpg?width=260&height=260&fit=bounds&canvas=260,260",[],red,2009
888,1142,114637,Austria,"Opening with a clean-cut scent of ripe green pears this has refreshing, lemony zip in a rounded, soft body.",Laurenz V and Sophie Singing,89,16,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Laurenz V. 2013 Laurenz V and Sophie Singing Grüner Veltliner,Grüner Veltliner,Laurenz V.,https://3.bp.blogspot.com/-DwgG3jWvxaM/VKtG51fAdtI/AAAAAAAADSA/1cbENfUtwkc/s640/150310-01%2Bcopy.jpg,"['pear', 'lemon', 'lemon']",white,2013
889,1143,22767,Portugal,"The high percentage of Touriga Franca in this wine has given it structure as well as red berry fruitiness. It is generous, but supported by a dry core of tannins. Twelve months in wood have smoothed out the fruit stalkiness and given a ripe wine that could age further. Drink from 2016.",Santos da Casa Reserva,90,19,Douro,,,Roger Voss,@vossroger,Casca Wines 2011 Santos da Casa Reserva Red,Portuguese Red,Casca Wines,https://www.portugalvineyards.com/95711-home_default/santos-da-casa-douro-reserve-red-2018.jpg,"['fruit', 'berry']",red,2011
890,1145,57844,US,"Full bodied, quite flavorful and generous in texture, this wine will be a crowd pleaser. It smells like toast, vanilla and maple, tastes juicy and plummy, and has a lingering, almost sweet finish.",,86,11,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Table No. 7 2012 Cabernet Sauvignon,Cabernet Sauvignon,Table No. 7,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100067942754541,"['vanilla', 'plum']",red,2012
891,1146,6924,US,"Beautiful aromas of rose and lavender open this wine, followed by intense mushroom, truffle and earth. Bright in acidity, a wild strawberry flavor sharpens the focus as soft, well-integrated tannins and subtle oak intermingle. The entire package finishes with a bang of crisp red-cherry fruit.",,93,45,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Les Belles Collines 2013 Pinot Noir,Pinot Noir,Les Belles Collines,http://www.lesbellescollines.com/wp-content/uploads/2012PinotNoir_thumbs.jpg,"['fruit', 'berry', 'cherry', 'oak', 'earth']",red,2013
892,1148,48837,US,"Dark-pink-orange in color, this wine is muted in floral tones of beauty and simplicity. Crisp, clean and simple layers of creamy vanilla are mixed with Meyer lemon and white peach. Refreshing and light on its feet, it's memorable in its stony minerality and its full embrace of citrus intrigue.",Estate Quattro Mani Rosé of,90,32,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Via Giusti 2016 Estate Quattro Mani Rosé of Pinot Noir,Pinot Noir,Via Giusti,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=4061330000621697,"['citrus', 'peach', 'lemon', 'vanilla', 'floral', 'mineral', 'lemon', 'orange']",red,2016
893,1149,114403,Spain,"A little too fiery and monotone for me. Noticeable alcohol, on the nose and at the end, weighs down the edges, and frankly the dark-style fruit is forced to wear a heavy blanket of sizzle and barrel char. Has its merits, but you better be able to handle the menthol, cola, char and heat to get into the game.",,88,40,Central Spain,Manchuela,,Michael Schachner,@wineschach,Altolandon 2005 Red,Red Blend,Altolandon,https://www.handpickedwinebox.com/wp-content/uploads/2021/03/Mil_Historias-Bodegas_Altolandon-Malbec-Manchuela-600x600.jpg,['fruit'],red,2005
894,1150,84467,Italy,"Sunbaked earth, mature black-skinned fruit, blue flower, tobacco and new leather aromas waft out of the glass. The juicy, chewy palate doles out fleshy black cherry, blackberry, cinnamon, white pepper and a hint of game accompanied by ripe, solid tannins. Drink 2017–2027.",Arberesko,90,28,Southern Italy,Aglianico del Vulture,,Kerin O’Keefe,@kerinokeefe,San Martino 2012 Arberesko,Aglianico,San Martino,https://www.sokolin.com/media/catalog/product/cache/d2f4c4426f28703fb0827e67fb717787/1/0/105667-20240517_1.jpg,"['fruit', 'berry', 'cherry', 'pepper', 'earth', 'leather']",red,2012
895,1151,6804,South Africa,"This is a decadent and plush wine, with ripe-fruit notes of brambly raspberry and blueberry accented by hints of pepper, vanilla and sweet spice. A streak of juicy acidity lifts the palate, and soft tannins allow for easy drinking now.",Number One Constitution Road,89,30,Robertson,,,Lauren Buzzeo,@laurbuzz,Robertson Winery 2009 Number One Constitution Road Shiraz,Shiraz,Robertson Winery,https://cdn11.bigcommerce.com/s-qtoc3aerdw/images/stencil/2048x2048/products/187/674/746925000625_thumb__45039.1473213455.jpg?c=2,"['fruit', 'berry', 'vanilla', 'spice', 'pepper']",red,2009
896,1152,107136,Italy,"Here's a fun rosé that opens with aromas of spring flower, wild red berry and a whiff of crushed stone. Made with Syrah and Vermentino, the bright palate doles out juicy red cherry, yellow peach and a hint of white pepper. It finishes fresh and clean.",Alìe,89,18,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Marchesi de' Frescobaldi 2015 Alìe Rosé,Rosé,Marchesi de' Frescobaldi,https://www.frescobaldi.com/images/thumbs/0001752_alie.png,"['berry', 'peach', 'cherry', 'pepper']",rosé,2015
897,1153,20037,France,"Rich, full of citrus and ripe apple flavors, this is a sophisticated wine. The mineral texture and the dense fruit flavors offer a delicious take on Sauvignon Blanc, giving complexity and ripeness. Drink this wine from 2018.",La Terre des Anges,91,25,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Laporte 2016 La Terre des Anges,Sauvignon Blanc,Domaine Laporte,http://thestrongwaterco.com/cdn/shop/products/image_4297744c-ba56-4682-82ff-9dcc4ff2facd.heic?v=1669904136,"['fruit', 'citrus', 'apple', 'mineral']",white,2016
898,1154,66474,Spain,"Rubbery aromas of pencil eraser are also smoky and odd, with the suggestion of clove. In the mouth this is pinched at first, then more oaky and creamy, but also rubbery. Roasted plum and stewed berry flavors finish tannic, with latent berry and cherry notes.",Gran Reserva,86,25,Northern Spain,Rioja,,Michael Schachner,@wineschach,Casado Morales 2007 Gran Reserva,Tempranillo Blend,Casado Morales,https://images.vivino.com/labels/6MmaH84RRx2n6OAlcLG6Wg.jpg,"['berry', 'cherry', 'oak', 'plum']",red,2007
899,1155,16816,US,"The 2009 Syrah, like its companion reds, needs plenty of breathing time to shed its hard shell of tannins and barrel flavors. Coffee and smoke are the aromas and flavors first noticed. Slowly the fruit emerges, offering pretty boysenberry that has a tangy snap.",Elerding Vineyard,88,28,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Stottle 2009 Elerding Vineyard Syrah,Syrah,Stottle,https://www.wine-searcher.com/images/labels/47/31/stottle-winery-elerding-vineyard-tempranillo-horse-heaven-10644731.jpg,"['fruit', 'berry', 'smoke', 'coffee']",red,2009
900,1156,50991,US,"Very rich, reflecting 100% barrel fermentation in partial new oak and 100% malolactic fermentation. Under the creamy lees and buttered toast are scads of pineapples, pears and papayas. The grapes come from the Nielson Vineyard.",,92,26,California,Santa Maria Valley,Central Coast,,,Byron 2008 Chardonnay,Chardonnay,Byron,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/113751_90BE_2550_070110.jpg,"['apple', 'pear', 'oak', 'butter']",white,2008
901,1159,17095,US,"This wine comes from a single vineyard in the western part of the appellation. Aromas suggest honeysuckle, lemon cream sauce and a wild array of garden herbs and spices, from scallions and green garlic to fresh oregano. It's light and bright on the palate, with a steely focus of lime juice on peach.",Parker West,92,37,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2013 Parker West Chardonnay,Chardonnay,Fess Parker,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/232189_13be_may16_3650.jpg,"['peach', 'lemon', 'lime', 'spice', 'herb', 'honey', 'lemon']",white,2013
902,1160,102426,Chile,"This small-lot Cab (350 cases) is classically Chilean at all check points. The nose is spicy and full of cassis and berry flavors along with tobacco, olive and mild eucalyptus notes. A bright, lively palate is bolstered by acidity, while plum and red-berry flavors are oaky, spicy and peppery, with a toasty, slightly rooty finish. Drink through 2020.",Lot #37 Maipo Alto,92,33,Maipo Valley,,,Michael Schachner,@wineschach,Garage Wine Co. 2011 Lot #37 Maipo Alto Cabernet Sauvignon,Cabernet Sauvignon,Garage Wine Co.,https://cdn.klwines.com/images/skus/genericred-xl.jpg,"['berry', 'oak', 'pepper', 'plum']",red,2011
903,1161,112337,Portugal,"Aragonez (aka Tempranillo) is the backbone of this finely textured wine. The fruit and the tannins are well integrated giving a rich wine that is also stylish. The acidity, the wood texture and the ripe red-berry fruits are all showing potential. Drink the wine now.",Portuguese Red,92,21,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2013 Portuguese Red Red,Portuguese Red,Quinta de Sant'Ana,https://www.quintadesantana.com/cms/wp-content/uploads/2020/07/Reserva13web.png,"['fruit', 'berry']",red,2013
904,1162,11321,Austria,"Peppery berry fruit is the joyful, dominating factor here. Nose and palate simply burst with spicy fruit. There is some grippy tannin as a counterweight. Wonderful freshness against oaky vanilla provides a subtle, understated nuance. There is absolute elegance despite the exuberance.",Rosenberg,93,35,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Markowitsch 2013 Rosenberg Red,Red Blend,Markowitsch,"https://www.wine-searcher.com/images/labels/58/94/11155894.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry', 'vanilla', 'oak', 'pepper']",red,2013
905,1163,68195,South Africa,"A super-interesting blend of 37% Syrah, 21% Mourvèdre, 18% Carignan, 10% Petite Sirah, 10% Grenache and 8% Tannat, the bouquet is loaded with assertive aromas of black currant, licorice, black olive, whole tobacco leaf, cigar box spice and leather. Creamy but firmly textured, like crushed velvet, with a rich boysenberry and plum juiciness to the palate.",Chakalaka,90,20,Swartland,,,Lauren Buzzeo,@laurbuzz,Spice Route 2009 Chakalaka Red,Red Blend,Spice Route,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/140206_70BE_MAR12_2947.jpg,"['berry', 'spice', 'leather', 'plum']",red,2009
906,1164,93807,US,"A bizarre style of wine. The aromas are Port-like—old Port—with a caramelized, candy-sugar note verging on pie crust. There's also a streak of clove. In the mouth, it's earthy and dense, with tomato flavors and a dash of sweetness from oak.",Lafond Vineyard,82,35,California,Santa Ynez Valley,Central Coast,,,Lafond 1997 Lafond Vineyard Pinot Noir,Pinot Noir,Lafond,https://s3.amazonaws.com/lastbottle/products/LBJRSHQL-342347.jpg,"['oak', 'earth']",red,1997
907,1165,85245,US,"This powerful wine that also holds 5% Cabernet Franc shyly packs a punch. At first it comes off as elegant, soft and highly approachable. Faint notions of blackberry and black cherry are highlighted amidst a concentrated, tannic build.",Estate Grown and Bottled Unfiltered,90,90,California,Napa Valley,Napa,Virginie Boone,@vboone,Signorello 2012 Estate Grown and Bottled Unfiltered Cabernet Sauvignon,Cabernet Sauvignon,Signorello,"https://www.totalwine.com/dynamic/x1000,sq/media/sys_master/twmmedia/hb6/h0e/12247165861918.png","['berry', 'cherry']",red,2012
908,1167,50059,US,"A ripe, soft and well-integrated package of mountain fruit stars in this vineyard-designate, from a site high atop the Mayacamas Mountains that is famous for Zin. Spicy cinnamon spins itself through husky layers of black fruit and leather.",Monte Rosso Vineyard,90,55,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,August Briggs 2012 Monte Rosso Vineyard Cabernet Sauvignon,Cabernet Sauvignon,August Briggs,"https://www.wine-searcher.com/images/labels/73/65/10137365.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'leather']",red,2012
909,1169,89189,US,"There aren't a lot of producers making this variety in America, let alone a Zinfandel and Rhone-wine specialist, but it works on every level, the wine offering a concentration of rich apple, pear and stone fruit, the texture rounded and complex.",Steiner Vineyard,92,30,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Carlisle 2014 Steiner Vineyard Grüner Veltliner,Grüner Veltliner,Carlisle,"https://www.wine.com/product/images/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/4759_refDetail-0.jpg","['fruit', 'apple', 'pear']",white,2014
910,1170,104257,Italy,"Leafy underbrush, sunbaked earth, star anise and a whiff of new leather lead the way. The firm, elegantly structured palate offers mature wild cherry, crushed raspberry, licorice and clove alongside a backbone of firm, rounded tannins. Drink 2018–2025.",Riserva,93,140,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Tenuta di Sesta 2010 Riserva,Sangiovese,Tenuta di Sesta,https://bestofwines.com/wine-images/tmp/10906_big.jpg,"['berry', 'cherry', 'earth', 'leather']",red,2010
911,1171,129474,US,"Light and forward, this pleasant, single vineyard selection opens with pretty raspberry and black cherry fruit and an impression of spritziness. The flavors suggest Campari, with light streaks of herb and anise.",Corral Creek Vineyards,88,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2011 Corral Creek Vineyards Pinot Noir,Pinot Noir,Chehalem,https://shop.stollerwinegroup.com/assets/images/products/thumbnails/2016-CHE_CC_PN_WD-DTLBLI.png,"['fruit', 'berry', 'cherry', 'herb']",red,2011
912,1172,125557,France,"With its high percentage of Merlot (65%), this wine is ripe and full-bodied. It has red-berry fruits that are rich and are already smoothing out. Concentrated and juicy, the wine is going to be ready to drink in the medium term. Drink from 2018.",,89,33,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Cartillon 2014  Haut-Médoc,Bordeaux-style Red Blend,Château du Cartillon,https://cdn.ct-static.com/labels/ba5da8ac-f6fe-40ce-8e38-57d1b15153bd.jpg,"['fruit', 'berry']",red,2014
